Position_n,frame_i,Cell_ID,time_seconds,is_cell_dead,is_cell_excluded,x_centroid,y_centroid,editIDclicked_x,editIDclicked_y,editIDnewID,cell_cycle_stage,generation_num,relative_ID,relationship,emerg_frame_i,division_frame_i,is_history_known,corrected_assignment,cell_area_pxl,cell_vol_vox,cell_area_um2,cell_vol_fl,FITC_mean,phase_contr_mean,FITC_median,phase_contr_median,FITC_min,phase_contr_min,FITC_max,phase_contr_max,FITC_sum,phase_contr_sum,FITC_q25,phase_contr_q25,FITC_q75,phase_contr_q75,FITC_q05,phase_contr_q05,FITC_q95,phase_contr_q95,FITC_amount_autoBkgr,phase_contr_amount_autoBkgr,FITC_amount_dataPrepBkgr,phase_contr_amount_dataPrepBkgr
Position_10,0,34,0,0,0,478,31,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1033,23374.49602,47.57291428,231.0103344,309.4394966,2654.373669,309,2635,248,2110,372,3234,319651,2741968,297,2510,321,2789,279,2362,340,2996,60368,308220,0,0
Position_11,0,1,0,0,0,156,10,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,742,12042.51832,34.17144472,119.0163065,267.2277628,2435.708895,263,2438.5,243,2163,323,2680,198283,1807296,257,2379,275,2494.75,251,2300.05,293,2570.95,13525,46530,0,0
Position_11,0,9,0,0,0,272,110,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1095,25605.96332,50.4282102,253.0639438,305.7506849,2660.407306,305,2657,240,2145,369,3117,334797,2913146,295,2522.5,316.5,2795.5,281,2346.7,334,3006.3,62142,314711,0,0
Position_11,0,12,0,0,0,340,134,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1416,38657.91306,65.21127456,382.0564693,284.9653955,2667.762712,285,2649.5,238,2175,357,3702,403511,3777552,274,2513,295,2788.25,260,2345.5,311,3077.25,50927,417384,0,0
Position_11,0,14,0,0,0,245,192,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1009,23640.57219,46.46763844,233.6399673,288.172448,2653.696729,288,2641,238,2300,345,3142,290766,2677580,277,2556,298,2749,263,2421,314,2919.6,39525,283223,0,0
Position_11,0,18,0,0,0,306,228,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1178,27529.59343,54.25062248,272.0751959,280.426146,2609.865874,280,2597,237,2219,334,3338,330342,3074422,268,2512,291,2688,256,2400,307,2867,37020,279028,0,0
Position_11,0,20,0,0,0,127,241,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,978,22475.46671,45.03999048,222.1252203,374.1564417,2636.869121,374,2616.5,253,2153,462,3812,365925,2578858,351,2493.25,396,2738,326,2349.7,424,3002.15,122403,258064,0,0
Position_11,0,22,0,0,0,433,266,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,904,18846.28549,41.63205664,186.2579929,260.7323009,2698.129425,260,2675.5,212,2313,310,3322,235702,2439109,251,2564.75,270,2813.25,238,2434.75,284,3016.85,10606,293917,0,0
Position_11,0,26,0,0,0,478,371,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1434,39535.7002,66.04023144,390.7316468,233.9839609,2352.374477,234,2353,195,2203,282,2523,335533,3373305,225,2299,242,2404,214,2260,256,2450,-21533,-29577,0,0
Position_11,0,28,0,0,0,63,387,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1154,28270.16297,53.14534664,279.3942506,289.4982669,2547.658579,289,2552,215,2107,363,3176,334081,2939998,277,2461.25,301,2632,260,2291,320.35,2788.35,46735,201556,0,0
Position_11,0,29,0,0,0,430,393,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1417,39166.56885,65.25732772,387.0835186,266.4114326,2532.06422,265,2529,219,2220,317,3014,377505,3587935,253,2457,278,2595,240,2351,298,2723,24672,225394,0,0
Position_11,0,31,0,0,0,116,198,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1199,29395.94733,55.21773884,290.5203867,348.7914929,2537.422852,349,2516,286,2169,420,3059,418201,3042370,333,2443,365,2612,311,2347.9,384,2816.1,119650,197143,0,0
Position_11,0,32,0,0,0,151,209,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,615,10443.42906,28.3226934,103.2124943,342.900813,2636.565854,343,2618,282,2199,415,3204,210884,1621488,328,2485,359,2782,305.7,2299.7,378,3013.9,57749,162093,0,0
Position_12,0,2,0,0,0,55,13,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,926,19007.34043,42.64522616,187.8497001,240.7408207,2423.813175,241,2425,207,2193,294,2674,222926,2244451,236,2365,245.75,2483,222,2275.5,258,2569,6242,58165,0,0
Position_12,0,11,0,0,0,415,137,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1346,36328.557,61.98755336,359.0354244,258.4806835,2623.834324,258,2618,218,2190,304,3156,347915,3531681,248,2518.25,268,2718.75,236,2364.25,283,2916,32951,353775,0,0
Position_12,0,12,0,0,0,71,165,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,2123,67538.86662,97.77085868,667.4871683,250.8280735,2439.170042,251,2431,181,2274,302,2650,532508,5178358,241,2388,260,2485,229,2337,274,2570.9,35726,165955,0,0
Position_12,0,22,0,0,0,118,426,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1052,24479.08795,48.44792432,241.9270254,267.2461977,2577.038023,266,2572,223,2146,329,3103,281143,2711044,256,2466,277,2680,242,2318.1,296,2875.45,34975,227272,0,0
Position_12,0,25,0,0,0,296,487,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,833,16743.53188,38.36228228,165.4764618,302.2472989,2629.302521,301,2611,243,2165,382,3485,251772,2190209,289,2513,315,2718,268,2355,337,2970.8,56850,223496,0,0
Position_12,0,26,0,0,0,435,492,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1167,27938.86545,53.74403772,276.1200345,277.6598115,2561.705227,277,2553,232,2190,340,3024,324029,2989510,264.5,2484,290,2634,246,2363.3,310,2786,50951,234223,0,0
Position_13,0,5,0,0,0,292,91,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1304,33700.72342,60.05332064,333.0645238,255.1280675,2492.48773,255,2492.5,209,2014,385,3078,332687,3250204,246,2366.75,264,2625,231,2181.15,278,2785,37983,189716,0,0
Position_13,0,6,0,0,0,53,96,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1013,22832.96413,46.65185108,225.6583702,232.1352419,2429.112537,232,2424,194,2028,285,2812,235153,2460691,224,2327,240,2529,211.6,2189.6,255,2676,6215,83180,0,0
Position_13,0,10,0,0,0,409,225,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,988,21442.40633,45.50052208,211.9154763,263.8016194,2553.783401,263,2545.5,204,2182,331,2980,260636,2523138,252,2457.75,275,2644,240,2348.35,291,2796.25,37348,204302,0,0
Position_13,0,20,0,0,0,207,445,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1122,26779.93704,51.67164552,264.6663357,246.9964349,2548.967023,247,2546,209,2114,299,2954,277130,2859941,237,2467,256,2625,224,2348,271,2787.8,23558,226607,0,0
Position_13,0,21,0,0,0,409,458,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1200,30322.78625,55.263792,299.6803432,289.7191667,2553.891667,289,2539,235,2180,408,3145,347663,3064670,276,2457,303,2640.25,257,2327.75,323,2823.25,76463,248270,0,0
Position_13,0,22,0,0,0,113,472,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1073,24673.66709,49.41504068,243.8500526,236.6579683,2506.592731,236,2495,193,2229,285,2924,253934,2689574,228,2429,245,2572,216,2338,259,2731.4,11436,171243,0,0
Position_13,0,23,0,0,0,111,269,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,701,12913.49528,32.28326516,127.6241789,288.2025678,2596.048502,287,2568,238,2059,353,3219,202030,1819830,278,2445,299,2741,262,2314,316,2949,43604,174583,0,0
Position_14,0,6,0,0,0,453,61,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1191,29911.09206,54.84931356,295.6115662,289.5558354,2510.475231,289,2499,238,2175,340,2926,344861,2989976,279,2432,301,2580,262,2308,318,2759.5,81650,216137,0,0
Position_14,0,11,0,0,0,289,110,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1085,25927.23297,49.9676786,256.2390544,230.2147465,2447.351152,229,2434,193,2221,389,2827,249783,2655376,221,2364,238,2518,210,2295.2,253,2651,9998,128411,0,0
Position_14,0,12,0,0,0,134,113,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1143,26869.50655,52.63876188,265.5515518,235.7445319,2578.153106,235,2573,199,2149,278,3187,269456,2946829,227,2440,244,2688,215,2292.5,258,2905.9,16853,284782,0,0
Position_14,0,14,0,0,0,471,174,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1243,30728.96784,57.24407788,303.6946392,297.1769912,2567.16251,295,2562,233,2196,405,3028,369391,3190983,281,2476,313.5,2649.5,258,2366.1,339,2799.8,94688,296036,0,0
Position_14,0,22,0,0,0,337,372,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1475,40750.06963,67.928411,402.7332697,301.7877966,2514.12678,300,2509,238,2196,414,2986,445137,3708337,285,2424,318,2597,266,2314,344,2733.9,119162,273062,0,0
Position_14,0,26,0,0,0,460,478,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,990,22431.27427,45.5926284,221.6884661,242.320202,2614.383838,241,2612,202,2196,290,3139,239897,2588240,233,2475,251,2737.75,221,2331.45,267,2934.2,21107,282530,0,0
Position_14,0,27,0,0,0,41,79,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1089,25271.53855,50.15189124,249.7588211,221.7695133,2365.554637,222,2369,185,1908,257,2622,241507,2576089,214,2309,229,2437,203,2169.2,243,2530.2,838,39808,0,0
Position_14,0,28,0,0,0,361,39,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1070,24315.14503,49.2768812,240.3067762,270.828972,2528.45514,270,2540,219,1874,329,3133,289787,2705447,260,2405,281,2671,245,2137,299,2860.55,53317,213417,0,0
Position_15,0,14,0,0,0,167,234,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1145,28202.38303,52.7308682,278.7243809,227.0803493,2530.340611,227,2517,190,2231,268,3091,260007,2897240,219,2447,236,2599,206,2343.4,248,2756.6,10397,219085,0,0
Position_15,0,15,0,0,0,229,243,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1150,28811.97614,52.961134,284.7489946,227.613913,2529.735652,227,2518,182,2243,275,2990,261756,2909196,218.25,2446,237,2593,208,2356.45,249,2760.55,11056,219346,0,0
Position_15,0,16,0,0,0,58,251,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1101,26316.77895,50.70452916,260.0889405,250.3787466,2536.570391,250,2521,195,2087,303,3053,275667,2792764,241,2425,260,2635,228,2304,275,2827,35649,217525,0,0
Position_15,0,18,0,0,0,409,260,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1163,26783.23794,53.55982508,264.6989584,266.0163371,2559.114359,266,2556,226,2154,318,3101,309377,2976250,255,2461,276,2645.5,240,2315.2,291,2822,55843,255993,0,0
Position_15,0,19,0,0,0,442,271,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,934,20459.21194,43.01365144,202.198558,262.5952891,2624.533191,262,2601.5,210,2162,327,3227,245264,2451314,252,2502,273,2726.75,237,2340.65,290.35,2974.05,41652,266688,0,0
Position_15,0,25,0,0,0,220,450,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1238,31759.5985,57.01381208,313.8803703,213.3311793,2323.072698,213,2320,179,2210,264,2502,264104,2875964,205,2291.25,221,2349,195,2250,234,2411.15,-5780,-19718,0,0
Position_15,0,26,0,0,0,92,131,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,639,11219.45163,29.42796924,110.8819317,247.3035994,2451.14241,247,2427,190,2140,295,2814,158027,1566280,237,2311.5,257,2597,222,2207,274,2717,18725,71659,0,0
Position_15,0,27,0,0,0,157,79,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,847,17876.16628,39.00702652,176.6702968,241.3069658,2433.737898,241,2443,195,2045,330,2832,204387,2061376,232,2323.5,250,2556.5,218,2136,265,2701.7,19741,80243,0,0
Position_16,0,2,0,0,0,283,11,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,915,15670.37517,42.1386414,154.8704453,475.4852459,2555.577049,472,2534,336,2227,692,3132,435069,2338353,410,2437.5,527.5,2662,368.7,2330.7,611.3,2838.9,215469,177123,0,0
Position_16,0,7,0,0,0,58,104,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1191,30342.94085,54.84931356,299.8795313,281.1830395,2451.983207,280,2448,230,1999,339,2936,334889,2920312,269,2333,291,2571,256,2173.5,310.5,2725,49049,107170,0,0
Position_16,0,10,0,0,0,198,141,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1071,24927.5403,49.32293436,246.3590836,277.6069094,2593.915966,277,2578,211,2129,334,3105,297317,2778084,266,2487.5,288,2696,253,2360.5,307,2859.5,40277,248382,0,0
Position_16,0,11,0,0,0,407,168,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1000,23316.8553,46.05316,230.4406707,253.204,2625.605,252,2619,192,2184,302,3058,253204,2625605,243,2519,262,2730.25,231,2380,279,2894,13204,263605,0,0
Position_16,0,15,0,0,0,486,235,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1160,28829.71242,53.4216656,284.9242824,243.2043103,2555.740517,242,2545,211,2288,291,2965,282117,2964659,235,2471,252,2630,222,2389,267,2759.05,3717,224739,0,0
Position_16,0,16,0,0,0,217,243,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1027,23156.80214,47.29659532,228.858864,277.9951315,2626.952288,277,2622,234,2244,335,3107,285501,2697880,267,2509,288,2725,254,2378.6,304,2930,39021,272106,0,0
Position_16,0,18,0,0,0,55,271,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1074,25316.63434,49.46109384,250.2045032,282.5121043,2556.528864,282,2538,231,2115,361,3063,303418,2745712,270,2446,294,2649,254.65,2309.3,313,2844,45658,208924,0,0
Position_16,0,20,0,0,0,258,320,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1205,30899.17588,55.4940578,305.3768066,278.5294606,2518.297095,278,2516,222,2292,359,2817,335628,3034548,266,2429,290,2603,250,2357.2,309,2685.6,46428,188338,0,0
Position_16,0,21,0,0,0,381,320,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1230,31760.40283,56.6453868,313.8883196,275.0512195,2583.230081,273,2577.5,222,2274,484,3129,338313,3177373,261,2497,288,2658.75,244,2392.45,310,2803.1,43113,272113,0,0
Position_16,0,22,0,0,0,159,342,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1001,22260.35385,46.09921316,219.9992582,274.7572428,2581.809191,274,2562,235,2216,328,3264,275032,2584391,264,2460,284,2687,250,2341,300,2889,34792,220029,0,0
Position_16,0,25,0,0,0,454,385,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1181,29483.34266,54.38878196,291.3841154,280.1989839,2549.826418,279,2536,227,2158,360,3135,330915,3011345,265,2447,294,2640,248,2329,318,2830,47475,221823,0,0
Position_16,0,26,0,0,0,165,391,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1166,29584.12868,53.69798456,292.3801844,283.4777015,2573.918525,283,2557,230,2260,348,3074,330535,3001189,271,2461,295,2680.75,255,2353.5,314,2822.75,50695,247097,0,0
Position_16,0,28,0,0,0,178,458,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1096,26131.93382,50.47426336,258.2621146,277.5319343,2593.087591,277,2585,208,2167,358,3147,304175,2842024,266,2480,288,2711.25,250,2337.75,308,2851.25,41135,253272,0,0
Position_16,0,29,0,0,0,356,494,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1074,24684.13609,49.46109384,243.9535178,275.6973929,2613.934823,274,2601,226,2230,324,3069,296099,2807366,263,2506,288,2705.75,252,2400,303,2867,38339,270578,0,0
Position_16,0,30,0,0,0,354,75,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,975,20395.56749,44.901831,201.5695594,294.7323077,2462.494359,294,2445,247,2015,378,3035,287364,2400932,282,2329,307,2591,265,2174.4,325,2792.3,53364,97982,0,0
Position_16,0,31,0,0,0,37,32,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,761,14524.67523,35.04645476,143.5474834,268.7936925,2411.708279,268,2474,220,1672,347,2930,204552,1835310,258,2242,279,2616,245,1871,296,2749,21912,37828,0,0
Position_17,0,4,0,0,0,130,48,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1032,23728.93473,47.52686112,234.5132549,273.9350775,2571.437984,273,2562.5,232,2163,343,3029,282701,2653724,264,2458.75,283,2678.25,250,2322.55,301,2841.8,23669,205820,0,0
Position_17,0,9,0,0,0,231,95,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,770,15414.62347,35.4609332,152.3428492,295.5090909,2662.150649,296,2635,247,2124,348,3283,227542,2049856,284,2500.25,306,2798.75,267.45,2319.6,324,3079.3,34272,223416,0,0
Position_17,0,12,0,0,0,276,149,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,860,18191.07594,39.6057176,179.7825516,282.6627907,2677.152326,282,2660,233,2214,347,3249,243090,2302351,272,2543,292,2784,260,2402.9,310,3036.4,27230,262431,0,0
Position_17,0,13,0,0,0,302,171,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,879,18907.03511,40.48072764,186.8583819,294.1240046,2651.323094,293,2635,253,2222,346,3280,258535,2330513,283,2501,306,2783.5,267.9,2362,323,3003.5,37906,245525,0,0
Position_17,0,15,0,0,0,452,198,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1040,25052.23596,47.8952864,247.5914518,297.3298077,2605.222115,298,2591.5,235,2186,348,3246,309223,2709431,285,2507.75,309,2693,269,2368.85,325.05,2859.15,48183,242551,0,0
Position_17,0,16,0,0,0,356,210,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1300,34668.22327,59.869108,342.6263326,341.79,2575.413077,340,2569,271,2243,420,3044,444327,3348037,321,2495,362,2642,299,2405.95,392,2783.1,118027,264437,0,0
Position_17,0,18,0,0,0,139,234,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1184,30250.68399,54.52694144,298.967756,280.5084459,2561.190034,280,2556,234,2237,338,2916,332122,3032449,270,2472,290.25,2646,254.15,2366.15,307,2780.85,34938,224001,0,0
Position_17,0,19,0,0,0,22,257,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1033,24726.7868,47.57291428,244.3750352,276.6321394,2475.263311,277,2474,234,2140,338,2957,285761,2556947,265,2369,286,2556,250.6,2273.6,304,2702.6,26478,106671,0,0
Position_17,0,20,0,0,0,234,272,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1264,31627.66074,58.21119424,312.5764284,293.590981,2566.392405,293,2563,243,2289,362,2898,371099,3243920,279,2488,306,2643.25,262,2374.3,330,2760.85,53835,245712,0,0
Position_17,0,24,0,0,0,364,314,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1525,43430.19725,70.231069,429.2209928,449.6898361,2587.263607,439,2565,342,2201,635,3224,685777,3945577,403,2485,491,2673,373,2393,557.8,2843.8,303002,328277,0,0
Position_17,0,26,0,0,0,336,354,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,757,15065.99474,34.86224212,148.8973486,300.8137384,2719.096433,300,2703,246,2139,355,3391,227716,2058356,287,2573,315,2855,268.8,2357.8,336,3110.2,37709,262752,0,0
Position_17,0,31,0,0,0,16,467,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1267,30311.42122,58.34935372,299.5680225,319.0702447,2580.316496,313,2549,252,2145,654,3223,404262,3269261,295,2466,340,2684,278,2341.3,374,2894.7,86245,263937,0,0
Position_18,0,5,0,0,0,275,44,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1338,34469.20989,61.61912808,340.6594818,294.5209268,2537.635277,294,2529,247,2174,355,2914,394069,3395356,284,2442,304.75,2628,270,2327.85,322,2788,40837,214930,0,0
Position_18,0,13,0,0,0,194,159,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1313,32835.89143,60.46779908,324.5173822,347.5696877,2512.899467,346,2505,286,2263,447,2849,456359,3299437,329,2444,365,2577,310,2374,391,2685,109727,178436,0,0
Position_18,0,15,0,0,0,66,194,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1197,30576.80157,55.12563252,302.1907786,321.6215539,2620.223893,322,2613,262,2250,380,3137,384981,3136408,309,2514,333,2713,294,2355,352,2907.2,68973,291139,0,0
Position_18,0,16,0,0,0,445,199,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1161,28283.73936,53.46771876,279.5284263,293.1748493,2635.741602,293,2625,237,2258,350,3082,340376,3060096,282,2531,304,2736,268,2386,319,2897,33872,300399,0,0
Position_18,0,17,0,0,0,205,207,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1061,25166.36754,48.86240276,248.7194152,293.871819,2697.180961,293,2684,246,2307,351,3344,311798,2861709,282,2577,304,2795,270,2429,323,3027,31694,339712,0,0
Position_18,0,19,0,0,0,58,232,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1118,26267.36103,51.48743288,259.6005427,314.3595707,2608.526834,314,2605,258,2159,373,3173,351454,2916333,302,2503,326,2704,286,2351,343,2892.45,56302,258847,0,0
Position_18,0,20,0,0,0,434,257,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1097,25757.12778,50.52031652,254.5579034,275.5824977,2623.170465,275,2608,229,2263,323,3091,302314,2877618,265,2515,286,2720,251,2396,301.2,2892,12706,270049,0,0
Position_18,0,27,0,0,0,271,370,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,937,20660.23218,43.15181092,204.1852427,280.3233725,2728.794023,280,2704,227,2273,350,3483,262663,2556880,270,2596,290,2840,256,2433,306,3100.2,15295,329631,0,0
Position_18,0,29,0,0,0,9,381,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,709,10932.10292,32.65169044,108.0420621,298.8081805,2568.456982,299,2563,263,2199,355,3071,211855,1821036,282,2482,313,2649,270,2367.4,332,2785.6,24679,135743,0,0
Position_18,0,30,0,0,0,265,442,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1122,25786.10654,51.67164552,254.8443008,299.0062389,2648.322638,298,2639.5,253,2189,354,3147,335485,2971418,288,2535,310,2745,274,2384,326.95,2977.85,39277,304424,0,0
Position_18,0,31,0,0,0,191,456,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1526,43543.39182,70.27712216,430.3396957,313.8197903,2559.984928,313,2557.5,261,2189,405,3048,478889,3906537,300,2482,327,2633,283,2364,346.75,2767.25,76025,279235,0,0
Position_18,0,32,0,0,0,313,478,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1166,28882.27142,53.69798456,285.4437235,276.3593482,2585.453688,276,2580,228,2251,336,3016,322235,3014639,266,2504.25,286,2658,253,2403.25,302,2796.75,14411,243057,0,0
Position_18,0,33,0,0,0,271,481,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1067,25082.88184,49.13872172,247.8943253,297.7113402,2614.52671,298,2595,243,2250,352,3170,317658,2789700,287,2502,308,2720.5,273,2394.3,323,2877.1,35970,253441,0,0
Position_18,0,34,0,0,0,121,497,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,794,16103.16099,36.56620904,159.1476711,342.6964736,2679.68262,342,2661,295,2263,413,3703,272101,2127668,325,2539,358.75,2778,305.65,2402.65,383.35,3023.75,62485,240330,0,0
Position_19,0,4,0,0,0,307,45,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1202,30225.80478,55.35589832,298.7218745,307.4875208,2642.316972,308,2635,261,2160,369,3352,369600,3176065,297,2521,317,2747.75,282,2365,334.95,2957.95,21020,314103,0,0
Position_19,0,9,0,0,0,253,76,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1262,32649.89617,58.11908792,322.6791895,330.1537242,2548.631537,331,2527,185,2176,404,3084,416654,3216373,319,2454,343,2625,299,2341,362,2826.95,50674,211551,0,0
Position_19,0,11,0,0,0,487,76,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1286,33621.98376,59.22436376,332.2863391,296.8623639,2640.277605,296,2621,257,2253,350,3283,381765,3395397,289,2539,305,2720,272,2428,320,2942.75,8825,333431,0,0
Position_19,0,14,0,0,0,290,117,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1150,26205.14502,52.961134,258.9856615,309.033913,2573.686087,308,2554,267,2219,358,3044,355389,2959739,298,2472,319,2665,286,2356.45,336,2837.65,21889,221589,0,0
Position_19,0,16,0,0,0,202,139,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1025,23125.858,47.204489,228.5530427,310.1853659,2668.842927,310,2637,269,2267,360,3232,317940,2735564,300,2527,320,2785,286,2391.2,335,3056.8,20690,295039,0,0
Position_19,0,18,0,0,0,395,170,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1088,26237.81847,50.10583808,259.3085734,299.8887868,2602.721507,299,2586,261,2269,347,3052,326279,2831761,290,2488,309,2687,277,2383.35,325,2907.3,10759,241233,0,0
Position_19,0,19,0,0,0,42,189,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1060,23834.22471,48.8163496,235.5538367,310.4641509,2616.391509,310,2609,258,2175,358,3191,329092,2773375,301,2523.75,320,2698,286,2364.85,337,2902,21692,249515,0,0
Position_19,0,21,0,0,0,299,193,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1172,28919.00558,53.97430352,285.8067674,315.8848123,2677.770478,315,2665,248,2268,367,3401,370217,3138347,306,2564.5,326,2784,290,2406,343,2982.45,30337,347815,0,0
Position_19,0,22,0,0,0,443,196,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1201,30869.98294,55.30984516,305.0882926,310.1265612,2609.029975,309,2608,253,2232,368,2960,372462,3133445,300,2519,320,2697,285,2387,339,2835,24172,273864,0,0
Position_19,0,25,0,0,0,14,256,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,897,19066.49379,41.30968452,188.4343133,330.5518395,2652.992196,328,2653,290,2131,407,3154,296505,2379734,317,2520,342,2791,303,2309.6,366.2,2989.8,36375,243977,0,0
Position_19,0,28,0,0,0,10,291,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,770,13563.9148,35.4609332,134.0522803,322.7688312,2627.22987,320,2607.5,281,2175,369,3222,248532,2022967,310,2499.25,334.75,2733,297,2343.25,353,2969,25232,189597,0,0
Position_19,0,30,0,0,0,94,324,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1319,35008.59301,60.74411804,345.9902096,398.6065201,2587.219105,393,2572,302,2180,548,3129,525762,3412542,371,2484.5,421,2679.5,346,2359.9,469.1,2849.1,143252,272003,0,0
Position_19,0,31,0,0,0,499,326,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,936,16885.67739,43.10575776,166.8812871,319.5961538,2658.436966,318,2648,276,2266,384,3248,299142,2488297,311,2546.75,328,2756.25,298,2396.5,343,2960,27702,259681,0,0
